MapDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20160503,06001,Alameda County,CA,0.00,100.00,100.00,82.42,44.83,0.00,2016-05-03,2016-05-09,1
20160426,06001,Alameda County,CA,0.00,100.00,100.00,82.42,44.83,0.00,2016-04-26,2016-05-02,1
20160419,06001,Alameda County,CA,0.00,100.00,100.00,82.42,44.83,0.00,2016-04-19,2016-04-25,1
20160412,06001,Alameda County,CA,0.00,100.00,100.00,82.42,44.83,16.37,2016-04-12,2016-04-18,1
20160405,06001,Alameda County,CA,0.00,100.00,100.00,82.42,44.83,16.37,2016-04-05,2016-04-11,1
20160329,06001,Alameda County,CA,0.00,100.00,100.00,82.42,44.83,20.82,2016-03-29,2016-04-04,1
20160322,06001,Alameda County,CA,0.00,100.00,100.00,82.42,44.83,20.82,2016-03-22,2016-03-28,1
20160315,06001,Alameda County,CA,0.00,100.00,100.00,82.42,44.83,20.82,2016-03-15,2016-03-21,1
20160308,06001,Alameda County,CA,0.00,100.00,100.00,100.00,98.46,20.82,2016-03-08,2016-03-14,1
20160301,06001,Alameda County,CA,0.00,100.00,100.00,100.00,98.46,20.82,2016-03-01,2016-03-07,1
20160223,06001,Alameda County,CA,0.00,100.00,100.00,100.00,98.46,20.82,2016-02-23,2016-02-29,1
20160216,06001,Alameda County,CA,0.00,100.00,100.00,100.00,98.46,20.82,2016-02-16,2016-02-22,1
20160209,06001,Alameda County,CA,0.00,100.00,100.00,100.00,98.46,20.82,2016-02-09,2016-02-15,1
20160202,06001,Alameda County,CA,0.00,100.00,100.00,100.00,98.46,20.82,2016-02-02,2016-02-08,1
20160126,06001,Alameda County,CA,0.00,100.00,100.00,100.00,99.93,18.96,2016-01-26,2016-02-01,1
20160119,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2016-01-19,2016-01-25,1
20160112,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2016-01-12,2016-01-18,1
20160105,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2016-01-05,2016-01-11,1
20151229,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-12-29,2016-01-04,1
20151222,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-12-22,2015-12-28,1
20151215,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-12-15,2015-12-21,1
20151208,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-12-08,2015-12-14,1
20151201,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-12-01,2015-12-07,1
20151124,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-11-24,2015-11-30,1
20151117,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-11-17,2015-11-23,1
20151110,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-11-10,2015-11-16,1
